date,region,product,revenue,orders,support_tickets,churn_rate
2025-03-31,US-East,Basic,4925.1,13,7,0.0357
2025-03-31,US-West,Enterprise,45206.62,11,8,0.0317
2025-03-31,US-West,Pro,11674.36,9,7,0.0326
2025-03-31,US-West,Basic,4292.87,9,6,0.0294
2025-03-31,Europe,Enterprise,39884.37,7,2,0.038
2025-03-31,Europe,Pro,10919.4,4,8,0.0332
2025-03-31,Europe,Basic,3486.18,3,1,0.0319
2025-03-31,Asia,Enterprise,28678.86,7,7,0.0216
2025-03-31,Asia,Pro,9053.11,1,4,0.0315
2025-03-31,Asia,Basic,2717.93,2,7,0.0268
2025-04-01,US-East,Enterprise,50501.06,11,6,0.0357
2025-04-01,US-East,Pro,14255.63,10,8,0.0339
2025-04-01,US-East,Basic,5260.9,7,3,0.0351
2025-04-01,US-West,Enterprise,43046.04,8,6,0.0339
2025-04-01,US-West,Pro,13290.28,9,8,0.0331
2025-04-01,US-West,Basic,4200.86,9,3,0.0264
2025-04-01,Europe,Enterprise,37748.07,6,7,0.0259
2025-04-01,Europe,Pro,10637.54,8,3,0.0332
2025-04-01,Europe,Basic,3599.81,7,9,0.0324
2025-04-01,Asia,Enterprise,30505.87,6,7,0.0367
2025-04-01,Asia,Pro,9264.16,3,4,0.0375
2025-04-01,Asia,Basic,2774.77,6,4,0.0312
2025-04-02,US-East,Enterprise,51439.74,8,4,0.0261
2025-04-02,US-East,Pro,16502.35,9,10,0.0295
2025-04-02,US-East,Basic,5104.4,8,6,0.0296
2025-04-02,US-West,Enterprise,42980.4,6,11,0.0285
2025-04-02,US-West,Pro,13368.55,8,7,0.0266
2025-04-02,US-West,Basic,4180.86,8,3,0.0257
2025-04-02,Europe,Enterprise,40040.92,8,4,0.0289
2025-04-02,Europe,Pro,11487.19,7,6,0.0322
2025-04-02,Europe,Basic,3771.37,6,4,0.025
2025-04-02,Asia,Enterprise,30398.08,5,8,0.0309
2025-04-02,Asia,Pro,9121.58,7,4,0.0251
2025-04-02,Asia,Basic,2998.42,5,5,0.0309
2025-04-03,US-East,Enterprise,49803.31,12,7,0.0313
2025-04-03,US-East,Pro,14981.74,11,7,0.0223
2025-04-03,US-East,Basic,4885.16,12,9,0.0295
2025-04-03,US-West,Enterprise,44713.04,8,6,0.0383
2025-04-03,US-West,Pro,12490.91,8,4,0.0358
2025-04-03,US-West,Basic,4634.91,7,7,0.034
2025-04-03,Europe,Enterprise,38465.21,9,4,0.0263
2025-04-03,Europe,Pro,11285.17,7,9,0.0256
2025-04-03,Europe,Basic,3640.83,6,2,0.0324
2025-04-03,Asia,Enterprise,28521.78,5,9,0.032
2025-04-03,Asia,Pro,9674.08,6,4,0.0287
2025-04-03,Asia,Basic,3041.45,6,5,0.0298
2025-04-04,US-East,Enterprise,51225.21,8,3,0.0248
2025-04-04,US-East,Pro,15714.57,13,8,0.0271
2025-04-04,US-East,Basic,4983.7,7,8,0.0267
2025-04-04,US-West,Enterprise,43232.6,5,8,0.0266
2025-04-04,US-West,Pro,12109.29,5,5,0.025
2025-04-04,US-West,Basic,4234.55,9,2,0.0322
2025-04-04,Europe,Enterprise,38242.58,6,6,0.0353
2025-04-04,Europe,Pro,11220.32,7,7,0.0346
2025-04-04,Europe,Basic,3931.17,7,10,0.0286
2025-04-04,Asia,Enterprise,32112.25,7,3,0.0281
2025-04-04,Asia,Pro,8692.39,5,4,0.0274
2025-04-04,Asia,Basic,3104.67,7,8,0.0312
2025-04-05,US-East,Enterprise,30052.73,9,7,0.0242
2025-04-05,US-East,Pro,9872.26,5,3,0.036
2025-04-05,US-East,Basic,3174.66,5,3,0.0267
2025-04-05,US-West,Enterprise,27319.88,5,2,0.0244
2025-04-05,US-West,Pro,7746.82,8,10,0.0309
2025-04-05,US-West,Basic,2589.32,4,4,0.0364
2025-04-05,Europe,Enterprise,24091.32,1,6,0.0339
2025-04-05,Europe,Pro,6717.21,5,4,0.0333
2025-04-05,Europe,Basic,2185.68,3,3,0.0347
2025-04-05,Asia,Enterprise,16909.01,1,3,0.0309
2025-04-05,Asia,Pro,5478.35,4,4,0.0373
2025-04-05,Asia,Basic,1865.89,3,5,0.0312
2025-04-06,US-East,Enterprise,29119.44,5,8,0.026
2025-04-06,US-East,Pro,9955.89,5,4,0.0234
2025-04-06,US-East,Basic,3058.77,8,5,0.0315
2025-04-06,US-West,Enterprise,25267.16,3,7,0.025
2025-04-06,US-West,Pro,7100.75,3,3,0.0304
2025-04-06,US-West,Basic,2471.44,5,8,0.0333
2025-04-06,Europe,Enterprise,21164.78,5,3,0.0262
2025-04-06,Europe,Pro,6644.62,4,11,0.0247
2025-04-06,Europe,Basic,2420.19,4,4,0.0232
2025-04-06,Asia,Enterprise,17032.11,4,1,0.0271
2025-04-06,Asia,Pro,5377.48,2,7,0.0329
2025-04-06,Asia,Basic,1885.1,1,3,0.0236
2025-04-07,US-East,Enterprise,52770.5,11,5,0.0346
2025-04-07,US-East,Pro,15533.39,9,8,0.0348
2025-04-07,US-East,Basic,5289.26,12,5,0.0371
2025-04-07,US-West,Enterprise,46598.26,9,10,0.0307
2025-04-07,US-West,Pro,12865.03,7,4,0.03
2025-04-07,US-West,Basic,4119.89,5,4,0.025
2025-04-07,Europe,Enterprise,41640.06,6,4,0.0308
2025-04-07,Europe,Pro,11924.73,9,6,0.0276
2025-04-07,Europe,Basic,3834.67,6,4,0.024
2025-04-07,Asia,Enterprise,30066.01,5,3,0.0368
2025-04-07,Asia,Pro,9473.83,5,7,0.0305
2025-04-07,Asia,Basic,3033.74,6,10,0.0314
2025-04-08,US-East,Enterprise,50684.08,9,5,0.0292
2025-04-08,US-East,Pro,16269.65,10,2,0.0342
2025-04-08,US-East,Basic,4887.57,9,6,0.0319
2025-04-08,US-West,Enterprise,43303.46,10,7,0.0234
2025-04-08,US-West,Pro,13593.18,8,5,0.0292
2025-04-08,US-West,Basic,4215.47,10,6,0.0312
2025-04-08,Europe,Enterprise,34432.29,6,8,0.035
2025-04-08,Europe,Pro,11319.57,10,5,0.0282
2025-04-08,Europe,Basic,4079.6,5,9,0.0329
2025-04-08,Asia,Enterprise,31129.51,2,7,0.0261
2025-04-08,Asia,Pro,9152.18,6,4,0.029
2025-04-08,Asia,Basic,3020.0,8,5,0.0399
2025-04-09,US-East,Enterprise,48479.0,10,8,0.0323
2025-04-09,US-East,Pro,15931.7,9,6,0.0214
2025-04-09,US-East,Basic,5517.33,10,11,0.0226
2025-04-09,US-West,Enterprise,45419.4,7,4,0.0283
2025-04-09,US-West,Pro,13346.04,11,5,0.0278
2025-04-09,US-West,Basic,4038.46,5,3,0.0298
2025-04-09,Europe,Enterprise,38302.0,6,5,0.035
2025-04-09,Europe,Pro,11781.62,8,5,0.0379
2025-04-09,Europe,Basic,3834.47,7,6,0.031
2025-04-09,Asia,Enterprise,30338.84,7,7,0.0376
2025-04-09,Asia,Pro,9068.84,6,6,0.0209
2025-04-09,Asia,Basic,3247.57,7,8,0.0233
2025-04-10,US-East,Enterprise,51536.58,7,5,0.0313
2025-04-10,US-East,Pro,15563.29,9,7,0.0285
2025-04-10,US-East,Basic,5461.77,12,11,0.027
2025-04-10,US-West,Enterprise,46756.59,9,6,0.0281
2025-04-10,US-West,Pro,14145.26,8,7,0.0338
2025-04-10,US-West,Basic,4563.31,8,2,0.0288
2025-04-10,Europe,Enterprise,38749.53,8,5,0.0306
2025-04-10,Europe,Pro,11993.18,10,8,0.0226
2025-04-10,Europe,Basic,4097.89,5,3,0.0297
2025-04-10,Asia,Enterprise,31723.27,3,9,0.0319
2025-04-10,Asia,Pro,9988.31,6,5,0.028
2025-04-10,Asia,Basic,3159.34,7,7,0.0245
2025-04-11,US-East,Enterprise,55832.94,10,4,0.0277
2025-04-11,US-East,Pro,16379.27,12,4,0.0275
2025-04-11,US-East,Basic,5248.12,14,8,0.032
2025-04-11,US-West,Enterprise,44465.65,10,7,0.0318
2025-04-11,US-West,Pro,12194.75,6,2,0.0287
2025-04-11,US-West,Basic,4488.63,11,8,0.0319
2025-04-11,Europe,Enterprise,40512.09,5,6,0.0249
2025-04-11,Europe,Pro,11361.22,8,4,0.0275
2025-04-11,Europe,Basic,3913.41,7,4,0.0271
2025-04-11,Asia,Enterprise,32546.14,5,7,0.0273
2025-04-11,Asia,Pro,8976.86,4,6,0.0245
2025-04-11,Asia,Basic,3320.65,5,4,0.0237
2025-04-12,US-East,Enterprise,31357.46,5,3,0.033
2025-04-12,US-East,Pro,9635.92,5,4,0.0245
2025-04-12,US-East,Basic,3217.6,7,2,0.024
2025-04-12,US-West,Enterprise,28536.03,4,8,0.0341
2025-04-12,US-West,Pro,7522.04,8,2,0.0274
2025-04-12,US-West,Basic,2585.85,4,5,0.0308
2025-04-12,Europe,Enterprise,24157.74,4,3,0.0355
2025-04-12,Europe,Pro,7512.03,4,6,0.0357
2025-04-12,Europe,Basic,2367.87,6,7,0.0249
2025-04-12,Asia,Enterprise,18950.99,1,3,0.0352
2025-04-12,Asia,Pro,5814.97,4,7,0.0237
2025-04-12,Asia,Basic,1694.78,2,7,0.039
2025-04-13,US-East,Enterprise,32691.01,6,4,0.0324
2025-04-13,US-East,Pro,9279.66,4,6,0.0312
2025-04-13,US-East,Basic,2965.42,4,5,0.0303
2025-04-13,US-West,Enterprise,25661.88,3,10,0.0335
2025-04-13,US-West,Pro,8246.89,3,5,0.0339
2025-04-13,US-West,Basic,2546.94,5,9,0.0289
2025-04-13,Europe,Enterprise,23702.81,3,3,0.0339
2025-04-13,Europe,Pro,7345.16,6,6,0.0254
2025-04-13,Europe,Basic,2265.88,8,9,0.0215
2025-04-13,Asia,Enterprise,18720.78,5,5,0.0347
2025-04-13,Asia,Pro,5553.85,3,4,0.0343
2025-04-13,Asia,Basic,1973.69,4,9,0.0266
2025-04-14,US-East,Enterprise,55255.82,8,4,0.0307
2025-04-14,US-East,Pro,15903.43,12,4,0.0389
2025-04-14,US-East,Basic,5053.32,11,2,0.0349
2025-04-14,US-West,Enterprise,45551.11,10,5,0.0284
2025-04-14,US-West,Pro,13541.4,12,7,0.0177
2025-04-14,US-West,Basic,4234.51,8,6,0.038
2025-04-14,Europe,Enterprise,39228.88,8,8,0.0265
2025-04-14,Europe,Pro,12885.68,7,5,0.0304
2025-04-14,Europe,Basic,4420.75,7,3,0.0324
2025-04-14,Asia,Enterprise,27153.42,5,5,0.0243
2025-04-14,Asia,Pro,9026.27,5,4,0.0331
2025-04-14,Asia,Basic,3179.99,3,5,0.028
2025-04-15,US-East,Enterprise,53003.56,10,6,0.0245
2025-04-15,US-East,Pro,15275.21,11,8,0.0361
2025-04-15,US-East,Basic,5341.2,8,8,0.0229
2025-04-15,US-West,Enterprise,45170.8,10,4,0.0331
2025-04-15,US-West,Pro,13563.01,8,6,0.0354
2025-04-15,US-West,Basic,4463.06,8,9,0.0328
2025-04-15,Europe,Enterprise,39413.95,10,5,0.0333
2025-04-15,Europe,Pro,11758.25,4,9,0.0252
2025-04-15,Europe,Basic,3810.91,7,4,0.0259
2025-04-15,Asia,Enterprise,32935.96,7,6,0.0203
2025-04-15,Asia,Pro,10256.94,5,4,0.0279
2025-04-15,Asia,Basic,2917.11,7,7,0.0371
2025-04-16,US-East,Enterprise,50585.19,11,6,0.0278
2025-04-16,US-East,Pro,15789.88,10,4,0.0345
2025-04-16,US-East,Basic,5182.75,12,2,0.0293
2025-04-16,US-West,Enterprise,45943.72,8,11,0.028
2025-04-16,US-West,Pro,13525.15,9,1,0.0271
2025-04-16,US-West,Basic,4312.86,6,2,0.023
2025-04-16,Europe,Enterprise,40383.18,12,10,0.0301
2025-04-16,Europe,Pro,12090.94,7,5,0.0336
2025-04-16,Europe,Basic,3841.91,9,9,0.0352
2025-04-16,Asia,Enterprise,31196.05,6,10,0.0234
2025-04-16,Asia,Pro,8891.98,5,5,0.0292
2025-04-16,Asia,Basic,3098.93,3,8,0.0291
2025-04-17,US-East,Enterprise,53257.97,7,5,0.0282
2025-04-17,US-East,Pro,15962.62,10,1,0.0263
2025-04-17,US-East,Basic,5353.34,8,6,0.026
2025-04-17,US-West,Enterprise,41641.21,8,5,0.0302
2025-04-17,US-West,Pro,12647.15,6,2,0.0417
2025-04-17,US-West,Basic,4708.71,7,3,0.0305
2025-04-17,Europe,Enterprise,43256.26,9,8,0.0255
2025-04-17,Europe,Pro,11860.3,7,8,0.0232
2025-04-17,Europe,Basic,4195.42,8,4,0.0446
2025-04-17,Asia,Enterprise,32490.61,6,7,0.0366
2025-04-17,Asia,Pro,8601.86,4,9,0.0271
2025-04-17,Asia,Basic,3224.84,8,4,0.0287
2025-04-18,US-East,Enterprise,52146.47,9,6,0.0388
2025-04-18,US-East,Pro,15814.84,6,3,0.0265
2025-04-18,US-East,Basic,5226.67,10,7,0.0291
2025-04-18,US-West,Enterprise,45528.02,7,8,0.0274
2025-04-18,US-West,Pro,12622.78,9,7,0.0246
2025-04-18,US-West,Basic,4354.91,7,10,0.0287
2025-04-18,Europe,Enterprise,37114.22,7,4,0.0308
2025-04-18,Europe,Pro,12512.67,6,5,0.0364
2025-04-18,Europe,Basic,4024.14,7,7,0.0219
2025-04-18,Asia,Enterprise,29898.33,8,7,0.0241
2025-04-18,Asia,Pro,9718.02,8,2,0.0248
2025-04-18,Asia,Basic,3044.77,3,6,0.0237
2025-04-19,US-East,Enterprise,31227.72,7,3,0.0364
2025-04-19,US-East,Pro,9892.65,5,5,0.0381
2025-04-19,US-East,Basic,3163.0,5,3,0.0246
2025-04-19,US-West,Enterprise,30939.72,5,6,0.0189
2025-04-19,US-West,Pro,7813.12,5,11,0.0264
2025-04-19,US-West,Basic,2670.96,5,10,0.0317
2025-04-19,Europe,Enterprise,24393.08,4,7,0.036
2025-04-19,Europe,Pro,7081.15,7,6,0.0264
2025-04-19,Europe,Basic,2217.69,5,3,0.0266
2025-04-19,Asia,Enterprise,20874.07,4,2,0.0338
2025-04-19,Asia,Pro,6311.2,4,4,0.0388
2025-04-19,Asia,Basic,1872.34,5,4,0.0291
2025-04-20,US-East,Enterprise,34273.81,7,6,0.0219
2025-04-20,US-East,Pro,10774.35,6,3,0.0311
2025-04-20,US-East,Basic,3231.78,8,7,0.0281
2025-04-20,US-West,Enterprise,24673.83,3,5,0.0232
2025-04-20,US-West,Pro,8069.58,6,6,0.0272
2025-04-20,US-West,Basic,2805.55,4,4,0.0364
2025-04-20,Europe,Enterprise,25433.21,1,7,0.0426
2025-04-20,Europe,Pro,7847.18,3,5,0.0353
2025-04-20,Europe,Basic,2309.76,6,2,0.0278
2025-04-20,Asia,Enterprise,17795.09,1,4,0.0245
2025-04-20,Asia,Pro,5727.41,1,2,0.0375
2025-04-20,Asia,Basic,1825.41,2,6,0.0227
2025-04-21,US-East,Enterprise,52714.46,10,4,0.0188
2025-04-21,US-East,Pro,15157.52,8,4,0.03
2025-04-21,US-East,Basic,5689.55,13,13,0.0274
2025-04-21,US-West,Enterprise,49834.54,14,5,0.0368
2025-04-21,US-West,Pro,14075.57,6,8,0.0287
2025-04-21,US-West,Basic,4437.53,8,9,0.0322
2025-04-21,Europe,Enterprise,40734.96,8,5,0.0264
2025-04-21,Europe,Pro,12182.07,7,7,0.0311
2025-04-21,Europe,Basic,3699.33,8,6,0.0314
2025-04-21,Asia,Enterprise,29825.76,4,4,0.0352
2025-04-21,Asia,Pro,9372.03,5,8,0.0281
2025-04-21,Asia,Basic,3313.98,7,6,0.0269
2025-04-22,US-East,Enterprise,53147.63,9,4,0.0277
2025-04-22,US-East,Pro,16481.36,10,5,0.0299
2025-04-22,US-East,Basic,5760.97,12,12,0.0233
2025-04-22,US-West,Enterprise,43621.45,7,5,0.0264
2025-04-22,US-West,Pro,14593.66,11,9,0.0283
2025-04-22,US-West,Basic,4625.61,6,3,0.0266
2025-04-22,Europe,Enterprise,38407.26,6,5,0.0273
2025-04-22,Europe,Pro,11660.86,7,4,0.0317
2025-04-22,Europe,Basic,3548.08,5,9,0.021
2025-04-22,Asia,Enterprise,32377.47,5,4,0.0241
2025-04-22,Asia,Pro,9785.28,4,4,0.0303
2025-04-22,Asia,Basic,3392.94,3,7,0.026
2025-04-23,US-East,Enterprise,57851.62,11,6,0.0317
2025-04-23,US-East,Pro,16264.84,4,5,0.0237
2025-04-23,US-East,Basic,5556.72,9,9,0.0338
2025-04-23,US-West,Enterprise,44432.01,11,5,0.0319
2025-04-23,US-West,Pro,14381.81,9,7,0.027
2025-04-23,US-West,Basic,4481.09,6,1,0.0312
2025-04-23,Europe,Enterprise,41049.36,10,6,0.028
2025-04-23,Europe,Pro,13029.04,7,4,0.0287
2025-04-23,Europe,Basic,4229.42,8,9,0.0328
2025-04-23,Asia,Enterprise,29690.22,7,10,0.0346
2025-04-23,Asia,Pro,9581.78,6,5,0.0268
2025-04-23,Asia,Basic,3173.24,3,7,0.0319
2025-04-24,US-East,Enterprise,54698.67,9,11,0.0315
2025-04-24,US-East,Pro,15929.82,8,4,0.0235
2025-04-24,US-East,Basic,5744.76,10,7,0.0267
2025-04-24,US-West,Enterprise,46360.22,8,3,0.0247
2025-04-24,US-West,Pro,12963.18,11,11,0.0325
2025-04-24,US-West,Basic,4666.98,9,6,0.0308
2025-04-24,Europe,Enterprise,42983.87,12,6,0.029
2025-04-24,Europe,Pro,11339.37,5,3,0.0348
2025-04-24,Europe,Basic,4140.34,8,11,0.0221
2025-04-24,Asia,Enterprise,33048.61,7,4,0.0358
2025-04-24,Asia,Pro,9751.77,6,6,0.0236
2025-04-24,Asia,Basic,3388.5,6,5,0.028
2025-04-25,US-East,Enterprise,55947.57,14,8,0.0321
2025-04-25,US-East,Pro,15427.45,9,6,0.035
2025-04-25,US-East,Basic,5319.22,10,7,0.035
2025-04-25,US-West,Enterprise,47308.88,11,2,0.0214
2025-04-25,US-West,Pro,14337.49,8,7,0.0299
2025-04-25,US-West,Basic,4438.55,10,10,0.0346
2025-04-25,Europe,Enterprise,41932.9,7,3,0.0296
2025-04-25,Europe,Pro,11176.06,9,3,0.0162
2025-04-25,Europe,Basic,4124.44,7,8,0.0377
2025-04-25,Asia,Enterprise,31861.19,5,9,0.0377
2025-04-25,Asia,Pro,9686.84,4,6,0.0285
2025-04-25,Asia,Basic,3351.16,1,3,0.03
2025-04-26,US-East,Enterprise,32518.44,3,8,0.0319
2025-04-26,US-East,Pro,10017.78,8,1,0.0262
2025-04-26,US-East,Basic,3375.76,7,1,0.026
2025-04-26,US-West,Enterprise,28372.61,4,4,0.0312
2025-04-26,US-West,Pro,8044.12,3,6,0.0303
2025-04-26,US-West,Basic,2743.35,5,5,0.0302
2025-04-26,Europe,Enterprise,23484.0,2,7,0.0236
2025-04-26,Europe,Pro,7219.35,2,3,0.0283
2025-04-26,Europe,Basic,2481.52,4,8,0.0319
2025-04-26,Asia,Enterprise,20233.43,4,6,0.038
2025-04-26,Asia,Pro,5377.68,5,7,0.0304
2025-04-26,Asia,Basic,2182.16,5,2,0.0302
2025-04-27,US-East,Enterprise,32561.35,5,3,0.0306
2025-04-27,US-East,Pro,9582.87,5,9,0.0367
2025-04-27,US-East,Basic,3277.66,7,5,0.0257
2025-04-27,US-West,Enterprise,27921.41,5,6,0.0332
2025-04-27,US-West,Pro,8140.66,7,9,0.0241
2025-04-27,US-West,Basic,2709.31,6,6,0.0274
2025-04-27,Europe,Enterprise,25258.84,4,6,0.0343
2025-04-27,Europe,Pro,7373.44,4,3,0.0302
2025-04-27,Europe,Basic,2396.09,5,4,0.0261
2025-04-27,Asia,Enterprise,21104.89,3,5,0.0377
2025-04-27,Asia,Pro,5873.92,2,7,0.0242
2025-04-27,Asia,Basic,1925.07,1,8,0.027
2025-04-28,US-East,Enterprise,57578.97,10,6,0.0231
2025-04-28,US-East,Pro,16876.68,10,5,0.0341
2025-04-28,US-East,Basic,6130.45,13,7,0.0464
2025-04-28,US-West,Enterprise,46112.43,8,5,0.0306
2025-04-28,US-West,Pro,13608.55,11,8,0.0295
2025-04-28,US-West,Basic,4292.11,8,6,0.0271
2025-04-28,Europe,Enterprise,41440.77,10,8,0.0345
2025-04-28,Europe,Pro,11820.68,8,10,0.0326
2025-04-28,Europe,Basic,4089.46,11,7,0.0259
2025-04-28,Asia,Enterprise,33332.46,7,5,0.032
2025-04-28,Asia,Pro,10312.02,9,10,0.0192
2025-04-28,Asia,Basic,3395.15,6,9,0.0395
2025-04-29,US-East,Enterprise,51615.47,10,7,0.0274
2025-04-29,US-East,Pro,17609.05,11,2,0.0354
2025-04-29,US-East,Basic,5331.53,11,8,0.0263
2025-04-29,US-West,Enterprise,45636.72,6,4,0.0275
2025-04-29,US-West,Pro,13979.56,11,4,0.0304
2025-04-29,US-West,Basic,4507.11,9,6,0.0205
2025-04-29,Europe,Enterprise,38457.65,6,9,0.0282
2025-04-29,Europe,Pro,12346.62,7,7,0.0345
2025-04-29,Europe,Basic,3957.27,6,7,0.0349
2025-04-29,Asia,Enterprise,33167.75,6,5,0.0287
2025-04-29,Asia,Pro,10606.05,1,3,0.0357
2025-04-29,Asia,Basic,3276.58,6,7,0.0349
2025-04-30,US-East,Enterprise,58964.24,13,9,0.0305
2025-04-30,US-East,Pro,15860.22,12,8,0.0273
2025-04-30,US-East,Basic,4922.37,10,0,0.0245
2025-04-30,US-West,Enterprise,44460.47,6,10,0.0286
2025-04-30,US-West,Pro,13541.44,10,6,0.0217
2025-04-30,US-West,Basic,5031.57,11,9,0.0337
2025-04-30,Europe,Enterprise,41967.75,6,4,0.0234
2025-04-30,Europe,Pro,12148.88,4,6,0.0234
2025-04-30,Europe,Basic,4017.29,9,8,0.0255
2025-04-30,Asia,Enterprise,32846.08,6,1,0.0262
2025-04-30,Asia,Pro,9359.96,5,2,0.0344
2025-04-30,Asia,Basic,3396.63,7,1,0.0148
2025-05-01,US-East,Enterprise,55912.45,7,7,0.0321
2025-05-01,US-East,Pro,16726.35,11,6,0.0341
2025-05-01,US-East,Basic,6305.96,12,7,0.0284
2025-05-01,US-West,Enterprise,46234.71,7,4,0.0281
2025-05-01,US-West,Pro,13248.97,9,11,0.0366
2025-05-01,US-West,Basic,4553.21,5,6,0.0262
2025-05-01,Europe,Enterprise,44766.59,13,8,0.0332
2025-05-01,Europe,Pro,12830.77,10,7,0.0321
2025-05-01,Europe,Basic,3900.5,9,5,0.0322
2025-05-01,Asia,Enterprise,30401.7,3,4,0.0301
2025-05-01,Asia,Pro,9935.24,9,5,0.0285
2025-05-01,Asia,Basic,3338.37,5,5,0.0335
2025-05-02,US-East,Enterprise,55762.9,12,6,0.0321
2025-05-02,US-East,Pro,15729.06,11,6,0.0382
2025-05-02,US-East,Basic,5503.69,12,5,0.0282
2025-05-02,US-West,Enterprise,46395.85,7,5,0.0316
2025-05-02,US-West,Pro,13664.7,9,5,0.0284
2025-05-02,US-West,Basic,4579.88,9,6,0.0249
2025-05-02,Europe,Enterprise,42550.85,4,3,0.0313
2025-05-02,Europe,Pro,11610.72,7,5,0.0264
2025-05-02,Europe,Basic,4261.53,7,5,0.0422
2025-05-02,Asia,Enterprise,33639.66,5,7,0.0258
2025-05-02,Asia,Pro,9755.27,7,2,0.0328
2025-05-02,Asia,Basic,3457.19,10,10,0.0265
2025-05-03,US-East,Enterprise,34187.1,3,5,0.0258
2025-05-03,US-East,Pro,9723.71,9,6,0.032
2025-05-03,US-East,Basic,3357.26,3,2,0.0304
2025-05-03,US-West,Enterprise,30424.38,6,4,0.0165
2025-05-03,US-West,Pro,8132.87,3,7,0.0297
2025-05-03,US-West,Basic,2628.09,7,6,0.0278
2025-05-03,Europe,Enterprise,28093.54,9,8,0.0351
2025-05-03,Europe,Pro,7300.03,6,5,0.031
2025-05-03,Europe,Basic,2296.97,9,6,0.0301
2025-05-03,Asia,Enterprise,19417.21,5,10,0.0264
2025-05-03,Asia,Pro,5711.99,2,3,0.022
2025-05-03,Asia,Basic,2119.78,2,11,0.0368
2025-05-04,US-East,Enterprise,33857.11,7,10,0.0299
2025-05-04,US-East,Pro,10136.27,5,5,0.0234
2025-05-04,US-East,Basic,3389.22,6,3,0.0335
2025-05-04,US-West,Enterprise,29463.63,6,4,0.0225
2025-05-04,US-West,Pro,8550.98,7,4,0.026
2025-05-04,US-West,Basic,2823.55,4,1,0.0378
2025-05-04,Europe,Enterprise,25973.39,6,4,0.0411
2025-05-04,Europe,Pro,7430.25,4,6,0.0336
2025-05-04,Europe,Basic,2479.87,7,1,0.0323
2025-05-04,Asia,Enterprise,18821.92,3,5,0.0401
2025-05-04,Asia,Pro,5898.02,5,4,0.0289
2025-05-04,Asia,Basic,1834.18,2,8,0.0343
2025-05-05,US-East,Enterprise,54601.0,11,7,0.0282
2025-05-05,US-East,Pro,17285.42,13,6,0.0341
2025-05-05,US-East,Basic,5660.51,11,7,0.0279
2025-05-05,US-West,Enterprise,51354.0,10,6,0.0239
2025-05-05,US-West,Pro,13115.75,9,5,0.0326
2025-05-05,US-West,Basic,5186.47,11,8,0.0279
2025-05-05,Europe,Enterprise,42892.12,11,3,0.033
2025-05-05,Europe,Pro,12563.87,9,7,0.024
2025-05-05,Europe,Basic,4171.9,12,6,0.0303
2025-05-05,Asia,Enterprise,33612.59,7,7,0.0291
2025-05-05,Asia,Pro,10175.15,7,2,0.0268
2025-05-05,Asia,Basic,2968.32,6,5,0.0359
2025-05-06,US-East,Enterprise,57677.41,12,6,0.0216
2025-05-06,US-East,Pro,16148.86,12,4,0.0359
2025-05-06,US-East,Basic,5405.24,10,8,0.027
2025-05-06,US-West,Enterprise,48930.01,8,7,0.0261
2025-05-06,US-West,Pro,14425.52,7,8,0.0254
2025-05-06,US-West,Basic,4584.7,7,5,0.0288
2025-05-06,Europe,Enterprise,40389.66,7,8,0.0334
2025-05-06,Europe,Pro,13210.84,9,9,0.0395
2025-05-06,Europe,Basic,4430.19,8,8,0.0321
2025-05-06,Asia,Enterprise,33433.61,4,2,0.0385
2025-05-06,Asia,Pro,10299.78,8,8,0.0338
2025-05-06,Asia,Basic,3227.01,8,5,0.0255
2025-05-07,US-East,Enterprise,55875.29,9,5,0.0307
2025-05-07,US-East,Pro,16312.77,8,8,0.0331
2025-05-07,US-East,Basic,5801.85,12,6,0.0288
2025-05-07,US-West,Enterprise,46483.35,11,6,0.0303
2025-05-07,US-West,Pro,14032.06,6,4,0.0265
2025-05-07,US-West,Basic,5062.29,8,4,0.0375
2025-05-07,Europe,Enterprise,45704.49,8,8,0.0261
2025-05-07,Europe,Pro,13351.61,5,7,0.0229
2025-05-07,Europe,Basic,4185.39,7,7,0.0322
2025-05-07,Asia,Enterprise,30566.24,7,4,0.0244
2025-05-07,Asia,Pro,10226.24,6,6,0.0244
2025-05-07,Asia,Basic,3496.01,10,7,0.024
2025-05-08,US-East,Enterprise,54931.04,11,4,0.021
2025-05-08,US-East,Pro,16784.78,8,5,0.0409
2025-05-08,US-East,Basic,6036.46,13,6,0.0315
2025-05-08,US-West,Enterprise,48598.1,8,4,0.0307
2025-05-08,US-West,Pro,13643.49,11,10,0.0278
2025-05-08,US-West,Basic,4735.95,12,5,0.0332
2025-05-08,Europe,Enterprise,41666.22,8,3,0.0257
2025-05-08,Europe,Pro,12612.0,8,6,0.0311
2025-05-08,Europe,Basic,4173.29,8,5,0.03
2025-05-08,Asia,Enterprise,32767.76,4,6,0.0272
2025-05-08,Asia,Pro,10687.46,7,5,0.0289
2025-05-08,Asia,Basic,3278.46,5,4,0.0256
2025-05-09,US-East,Enterprise,54391.07,9,8,0.0317
2025-05-09,US-East,Pro,17067.67,10,5,0.0298
2025-05-09,US-East,Basic,5828.75,11,2,0.0245
2025-05-09,US-West,Enterprise,46748.45,10,5,0.0283
2025-05-09,US-West,Pro,14880.29,7,6,0.033
2025-05-09,US-West,Basic,4947.16,15,6,0.024
